id,question
141,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：补血养颜（功能）属于或类似于___（功能）
#答案#
补气养颜
#候选#
['调理身体', '营养滋补', '美容营养', '养生营养', '补气', '润肠保健', '滋阴降火', '清热解毒', '增强免疫力', '抗衰老', '养肾', '提神', '美白护肤', '健脾', '滋阴']"
142,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：补血醒脑（功能）属于或类似于___（功能）
#答案#
益气养血
#候选#
['补肾益阳', '生津润肺', '清肠清胃', '生津止渴', '润喉润肺', '补铁营养', '生津开胃', '疏肝利胆', '补血糖', '生津解暑']"
143,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：调理身体（功能）属于或类似于___（功能）
#答案#
补养身体
#候选#
['养生', '调理膳食', '维持健康', '调理美容', '润肠保健', '保健', '补气', '调理饮食', '养颜', '养胃', '养肝', '护肝', '排毒祛湿', '抗衰老', '补血']"
144,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：贴合腰线（功能）属于或类似于___（功能）
#答案#
调节腰身
#候选#
['遮住腰部', '点缀收腰', '贴合腿型', '修饰轮廓', '装饰脖颈', '修饰袖口', '修饰视觉', '视觉显瘦', '装饰减龄', '视觉拉长', '装饰拉长', '放大视觉', '放大双眼', '褶皱点缀', '褶皱处理']"
145,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：辅助清洁（功能）属于或类似于___（功能）
#答案#
美容清洗
#候选#
['辅助杀菌', '辅助滋养', '软化调理', '辅助塑形', '辅助舒缓', '辅助恢复', '辅助保暖', '辅助降温', '辅助收腹', '辅助收纳']"
146,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：过滤杀菌（功能）属于或类似于___（功能）
#答案#
防霉杀菌
#候选#
['烘干消毒', '蒸汽消毒', '清洗烘干', '真空保鲜', '净化干净', '加热降温', '蒸汽熨烫', '增压喷洒', '蒸汽烹饪', '软化脱落']"
147,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：运动减肥（功能）属于或类似于___（功能）
#答案#
甩脂
#候选#
['减肚子', '瘦手臂', '收腹', '增肌', '健美', '瘦身美体', '瘦小腹', '锻炼手臂', '放松肌肉', '保健', '流汗排毒', '收腹美体', '美背健身', '纤体', '调节饮食']"
148,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：透气吸汗（功能）属于或类似于___（功能）
#答案#
吸湿透气
#候选#
['速干透气', '排湿', '防晒透气', '排汗舒适', '除湿', '防尿湿', '防胀气', '凉爽舒适', '防水隔尿', '消毒烘干', '遮阳防晒', '加厚保暖', '防滑防臭', '松紧舒适', '防痱子']"
149,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：透气防晒衣（功能）属于或类似于___（功能）
#答案#
速干透气
#候选#
['吸干爽', '防胀气', '消毒烘干', '速干', '吸汗防臭', '遮阳防晒', '防直吹', '吸湿', '加厚保暖', '消毒杀菌', '杀菌消毒', '防水隔尿', '防尿湿', '抗菌防霉', '防风防雾镜']"
150,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：透气防滑（功能）属于或类似于___（功能）
#答案#
透气耐磨
#候选#
['防水耐磨', '耐磨防水', '清凉透气', '耐磨止滑', '吸干爽', '防胀气', '缓冲舒适', '耐磨', '吸汗防臭', '防水', '贴合脚感', '防直吹', '防水隔尿', '防臭吸汗', '防尿湿']"
151,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：遮盖黑眼圈（功能）属于或类似于___（功能）
#答案#
修饰黑眼圈
#候选#
['加深双眼皮', '遮盖黑头', '遮盖皱纹', '遮盖毛孔', '遮盖住毛孔', '遮盖斑点', '遮盖色斑', '覆盖毛孔', '遮盖细纹', '赶走黑色素', '遮盖痘印', '遮盖痘痘', '遮盖斑']"
152,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：遮肉（功能）属于或类似于___（功能）
#答案#
显瘦潮
#候选#
['显瘦修身', '显瘦小', '显高显瘦', '减龄显瘦', '百搭显瘦', '去显瘦', '显瘦减龄', '显瘦百搭', '收腰显瘦', '显瘦收腰', '遮瘦', '显瘦包臀', '肩宽显瘦', '遮胖', '包臀显瘦']"
153,"给定以下#问题#和它的#答案#，请从#候选#选项里按照#要求#选出三个负例用于构造一个有一定难度的多选题的错误选项，按照#输出格式#给出选择，然后给出理由。
#要求#
1. 负例作为错误选项虽然不适合用于补全#问题#中的#句子#，但是有不错的混淆效果，让人难以抉择
2. 三个易负例之间有一定差异，能涵盖较多领域。
#输出格式#
负例：负例1，负例2，负例3
#问题#
选择一个合适的短语填入空格处来补全以下*句子*，使其符合电子商务领域中的逻辑和知识。括号内是词语的标签。
*句子*：锁水修复（功能）属于或类似于___（功能）
#答案#
密集修护
#候选#
['护色修复', '软化补水', '提拉修护', '控油修护', '净白修护', '锁住防晒', '补水隔离', '祛痘修护', '补水再生', '补水滋养']"
