id,question,result
343,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：学习（动作）的书桌需要___（功能）
*选项*：['抗菌', '放松', '保暖', '稳固']",稳固
344,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：游泳（动作）需要___（功能）
*选项*：['防摔', '保鲜', '洗发', '健身']",健身
345,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：滑雪（动作）需要___（功能）
*选项*：['速干', '防紫外线', '环保', '减震']",速干
346,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：焊接（动作）需要___（功能）
*选项*：['防护', '耐磨', '耐高温', '防刮']",防刮
347,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：出差（动作）的时候需要___（品类）
*选项*：['电熨斗', '洗衣液', '漱口杯', '唇釉']",漱口杯
348,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：出游（动作）的时候需要___（品类）
*选项*：['帆船', '摩托', '滑板车', '汽车']",汽车
349,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：午休（动作）的时候需要___（品类）
*选项*：['腰垫', '披肩', '办公桌椅', '按摩仪']",腰垫
350,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：告白（动作）的时候需要___（品类）
*选项*：['奶茶', '香水', '烟花', '吉他']",奶茶
351,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：喂奶（动作）的时候需要___（品类）
*选项*：['仙女裙', '连体睡衣', '孕妇内衣', '妈咪包']",孕妇内衣
352,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：坐月子（动作）的时候需要___（品类）
*选项*：['保暖贴', '女士毛衣', '棉袜', '护肤品']",女士毛衣
353,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：垂钓（动作）的时候需要___（品类）
*选项*：['拉杆箱', '冰箱', '登山鞋', '折叠椅']",折叠椅
354,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：夜钓（动作）的时候需要___（品类）
*选项*：['遮阳帽', '电池', '手电筒', '蚊帐']",手电筒
355,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：度假（动作）的时候需要___（品类）
*选项*：['毯子', '编织鞋', '斗篷', '蓬蓬裙']",蓬蓬裙
356,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：拍照（动作）的时候需要___（品类）
*选项*：['小黄帽', '浴袍', '小红裙', '小白鞋']",小红裙
357,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：敬酒（动作）的时候需要___（品类）
*选项*：['托盘', '水杯', '新娘鞋', '茶服']",新娘鞋
358,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：旅游（动作）的时候需要___（品类）
*选项*：['跳舞鞋', '凉鞋', '劳保鞋', '户外鞋']",户外鞋
359,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：沐浴（动作）的时候需要___（品类）
*选项*：['刷子', '梳子', '帽子', '面霜']",帽子
360,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：洗浴（动作）的时候需要___（品类）
*选项*：['凉鞋', '耳罩', '洗衣液', '面巾']",面巾
361,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：洗浴（动作）的时候需要___（品类）
*选项*：['湿巾', '洗洁精', '浴服', '三角裤']",浴服
362,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：洗脸（动作）的时候需要___（品类）
*选项*：['磨砂膏', '沐浴露', '肥皂', '洗脸刷']",洗脸刷
363,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：滑雪（动作）的时候需要___（品类）
*选项*：['运动T恤', '速干裤', '长裤', '休闲裤']",休闲裤
364,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：演出（动作）的时候需要___（品类）
*选项*：['休闲皮鞋', '波鞋', '护士鞋', '单鞋']",单鞋
365,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：烘焙（动作）的时候需要___（品类）
*选项*：['亚麻籽油', '橡木', '软糖', '芝麻']",芝麻
366,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：烧烤（动作）的时候需要___（品类）
*选项*：['不粘锅', '煤气灶', '电锅', '炒锅']",不粘锅
367,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：画画（动作）的时候需要___（品类）
*选项*：['小桌子', '文具盒', '防水桌布', '台灯']",小桌子
368,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：看电视（动作）的时候需要___（品类）
*选项*：['电视墙', '音箱', '播放器', '蓝牙音响']",音箱
369,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：结婚（动作）的时候需要___（品类）
*选项*：['花瓶', '蚊帐', '灯笼', '穿衣镜']",灯笼
370,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：聚会（动作）的时候需要___（品类）
*选项*：['白兰地', '底料', '背景墙', '咖啡杯']",白兰地
371,"选择*选项*中相对来说最合适的一个填入空格处来补全以下*句子*，使其符合电子商务和生活消费领域中的逻辑和知识，输出选择的*选项*即可。括号内是词语的标签。
*句子*：自拍（动作）的时候需要___（品类）
*选项*：['报警器', '电池', '手表', '音箱']",电池
